MOOTMISE_AEG;MOODETUD_TUHIKAIK_PM;MOODETUD_POORETEL_PM;MOODETUD_TUHIKAIK_CO;MOODETUD_POORETEL_CO;MOODETUD_POORETEL_CO_CORR;MOODETUD_TUHIKAIK_HC;MOODETUD_POORETEL_HC;MOODETUD_TUHIKAIK_CO2;MOODETUD_POORETEL_CO2;MOODETUD_TUHIKAIK_O2;MOODETUD_POORETEL_O2;MOODETUD_POORETEL_LAMBDA;MOODETUD_SUITSUSUS;POORETE_TOSTMISE_AEG;TYHIKAIGU_POORDED;MAX_POORDED
02.11.2018 13:29:00;770;2280;0,02;0,024;0,024;18;24;14,92;15;0,27;0,59;1,026;;;;
02.11.2018 13:34:00;760;2110;0;0;0;6;5;15,49;15,38;0,07;0,09;1,004;;;;
02.11.2018 13:40:00;;;;;;;;;;;;;0,06;0,61;830;2540
02.11.2018 13:40:00;;;;;;;;;;;;;0,04;1,43;480;1940
02.11.2018 13:43:00;820;2400;0,03;0,04;;2;15;14,9;15,2;0,72;0,19;1,01;;;;
02.11.2018 13:57:00;;;;;;;;;;;;;0,01;1,17;780;3750
02.11.2018 14:07:00;750;3770;0,005;0,002;0,002;23;27;14,59;14,61;0,73;0,64;1,029;;;;
02.11.2018 14:08:00;;;;;;;;;;;;;0,01;1,57;800;4540
02.11.2018 14:22:00;;;;;;;;;;;;;0,01;3,36;790;4950
02.11.2018 14:33:00;;;;;;;;;;;;;0,02;1,84;600;2080
02.11.2018 14:36:00;;;;;;;;;;;;;0;1,37;800;4540
02.11.2018 14:40:00;880;2790;0,102;0,013;0,013;11;5;15,24;15,17;0,14;0,45;1,02;;;;
02.11.2018 14:44:00;;;;;;;;;;;;;1,42;1,49;860;4030
02.11.2018 14:53:00;750;2490;0,01;0,01;;18;19;13,9;14,5;1,38;0,23;1,01;;;;
02.11.2018 15:01:00;;;;;;;;;;;;;0,91;1,05;681;4980
02.11.2018 15:02:00;;;;;;;;;;;;;1,45;1,29;800;4970
02.11.2018 15:14:00;;;;;;;;;;;;;0,02;1,1;750;4120
02.11.2018 15:25:00;;;;;;;;;;;;;0;1,53;700;4960
02.11.2018 15:32:00;;;;;;;;;;;;;0,02;0,13;699;3950
02.11.2018 15:32:00;;;;;;;;;;;;;0;1,11;680;3990
02.11.2018 15:32:00;640;2200;0;0;;14;14;14,8;14,8;0,05;0,04;1;;;;
02.11.2018 15:38:00;;;;;;;;;;;;;0,16;0,13;598;2120
02.11.2018 15:59:00;;;;;;;;;;;;;0,29;0,13;503;2410
02.11.2018 16:07:00;;;;;;;;;;;;;0,01;0,77;760;3010
02.11.2018 16:08:00;;;;;;;;;;;;;0,05;1,24;745;4730
02.11.2018 16:16:00;;;;;;;;;;;;;0,02;0,13;752;2510
02.11.2018 16:19:00;;;;;;;;;;;;;0,01;0,46;600;2500
02.11.2018 16:30:00;;;;;;;;;;;;;1,21;0,36;778;3960
02.11.2018 16:41:00;;;;;;;;;;;;;0,23;0,35;545;2410
02.11.2018 16:50:00;;;;;;;;;;;;;0,09;0,55;730;2500
02.11.2018 16:52:00;780;2910;0;0;0;10;8;15,12;15,11;0,06;0,13;1,006;;;;
02.11.2018 17:04:00;;;;;;;;;;;;;0,01;1,66;880;4960
02.11.2018 17:16:00;700;2300;0;0;;22;67;14,5;15;0,47;0,11;1;;;;
02.11.2018 17:18:00;;;;;;;;;;;;;0,3;1,57;800;4540
02.11.2018 17:27:00;;;;;;;;;;;;;0;1,1;670;4280
02.11.2018 17:29:00;;;;;;;;;;;;;0,62;1,1;500;2260
02.11.2018 17:33:00;800;2628;0,12;0,2;;12;12;12,4;14,8;6,42;0,46;1,02;;;;
02.11.2018 17:34:00;;;;;;;;;;;;;0,03;0,48;830;2500
02.11.2018 17:49:00;;;;;;;;;;;;;0,02;1,19;590;2180
02.11.2018 17:56:00;840;2240;0,165;0,162;0,162;77;92;14,92;14,91;0,21;0,27;1,003;;;;
02.11.2018 18:06:00;773;2564;0,16;0,16;;10;15;14,9;15,2;0,43;0,06;1;;;;
02.11.2018 18:28:00;;;;;;;;;;;;;0;1,43;680;3930
02.11.2018 18:31:00;750;2762;0,01;0,01;;1;2;14,4;15;1,56;0,31;1,01;;;;
02.11.2018 18:39:00;;;;;;;;;;;;;0,01;0,1;860;2490
02.11.2018 18:46:00;;;;;;;;;;;;;0,62;0,99;750;4480
02.11.2018 18:47:00;775;2483;0,03;0,03;;14;13;15,2;15,3;0,15;0;1;;;;
02.11.2018 19:35:00;;;;;;;;;;;;;0;1,45;850;5080
03.11.2018 8:53:00;;;;;;;;;;;;;0,03;2,07;750;4870
03.11.2018 9:12:00;;;;;;;;;;;;;0,34;3,04;770;3970
03.11.2018 9:14:00;;;;;;;;;;;;;0,53;1,19;850;4990
03.11.2018 9:27:00;;;;;;;;;;;;;0,28;0,79;702;4600
03.11.2018 9:50:00;;;;;;;;;;;;;0,51;0,99;740;4460
03.11.2018 9:59:00;;;;;;;;;;;;;0,2;0,33;701;4490
03.11.2018 10:01:00;730;2550;0,01;0,01;0,01;10;4;14,9;15,1;0,05;0,14;1,006;;;;
03.11.2018 10:05:00;;;;;;;;;;;;;1,8;0,59;770;4640
03.11.2018 10:05:00;710;2510;0,01;0,01;;0;0;14,7;14,8;0,15;0,08;1;;;;
03.11.2018 10:11:00;698;2580;0,12;0,12;;48;61;14,9;14,9;0,03;0,05;1;;;;
03.11.2018 10:12:00;;;;;;;;;;;;;1,28;1,21;710;4790
03.11.2018 10:12:00;792;2279;0,01;0,01;;0;0;15,3;15,2;0;0;1;;;;
03.11.2018 10:20:00;522;2464;0,01;0,02;;9;11;14,9;14,8;0,05;0,18;1,01;;;;
03.11.2018 10:25:00;;;;;;;;;;;;;1,04;0,62;829;4830
03.11.2018 10:27:00;770;2740;0,01;0,01;;20;12;13,5;13,8;0,26;0,31;1,02;;;;
03.11.2018 10:29:00;;;;;;;;;;;;;0,02;0,4;880;2510
03.11.2018 10:30:00;;;;;;;;;;;;;0,25;1,44;700;4480
03.11.2018 10:35:00;;;;;;;;;;;;;1,15;0,61;900;4800
03.11.2018 10:35:00;;;;;;;;;;;;;0,03;0,53;833;4240
03.11.2018 10:36:00;;;;;;;;;;;;;1,28;1,12;830;4830
03.11.2018 10:39:00;;;;;;;;;;;;;0,51;0,15;850;4550
03.11.2018 10:43:00;720;2120;0;0;;4;3;14,8;14,8;0,3;0,11;1,01;;;;
03.11.2018 10:43:00;760;2280;0,02;0,01;;0;0;15,1;15;0,07;0,14;1,01;;;;
03.11.2018 10:46:00;921;2164;0,046;0,011;0,011;9;9;15,34;15,36;0,02;0,03;1,001;;;;
03.11.2018 11:05:00;710;2513;0,03;0,02;;1;2;14,8;15,1;0,46;0,05;1;;;;
03.11.2018 11:05:00;;;;;;;;;;;;;0;0,61;950;2500
03.11.2018 11:05:00;;;;;;;;;;;;;0;0,51;958;2500
03.11.2018 11:22:00;792;2400;0;0;;5;3;14,5;14,5;1,3;0,17;1,01;;;;
03.11.2018 11:24:00;;;;;;;;;;;;;0;0,54;700;2490
03.11.2018 11:32:00;;;;;;;;;;;;;0,13;0,38;831;4030
03.11.2018 11:38:00;;;;;;;;;;;;;0,43;1,59;813;4420
03.11.2018 11:38:00;;;;;;;;;;;;;0,43;1,58;807;4680
03.11.2018 11:38:00;;;;;;;;;;;;;0,88;1,32;806;4300
03.11.2018 11:43:00;772;2417;0,01;0,01;;6;6;14,9;15,1;0,53;0,14;1,01;;;;
03.11.2018 11:43:00;;;;;;;;;;;;;0;2,16;820;4170
03.11.2018 11:44:00;992;2536;0,01;0,01;;2;4;13,9;14,8;0,07;0,54;1,03;;;;
03.11.2018 11:44:00;848;2225;0,003;0,003;0,003;10;8;13,88;13,86;0,1;0,17;1,008;;;;
03.11.2018 11:57:00;750;3160;0,01;0,01;;4;5;14,9;14,8;0,47;0,3;1,01;;;;
03.11.2018 11:57:00;850;2900;0,036;0,035;0,035;7;5;14,96;14,88;0,13;0,29;1,012;;;;
03.11.2018 12:00:00;;;;;;;;;;;;;0,68;0,45;781;4720
03.11.2018 12:01:00;750;2180;0;0;;10;11;14,3;14,7;0,8;0,12;1,01;;;;
03.11.2018 12:11:00;;;;;;;;;;;;;1,07;0,49;830;4530
03.11.2018 12:14:00;820;2150;0,01;0,01;;2;3;15,3;15,3;0,1;0;1;;;;
03.11.2018 12:16:00;;;;;;;;;;;;;0,49;2,2;750;5170
03.11.2018 12:16:00;710;2220;0,11;0,01;;61;28;14,4;14,7;0,36;0,05;1;;;;
03.11.2018 12:23:00;784;2645;0,03;0,15;;26;45;14,9;14,9;0,06;0,21;1;;;;
03.11.2018 12:24:00;;;;;;;;;;;;;0,26;0,98;890;4920
03.11.2018 12:31:00;700;2280;0;0;;3;2;14,6;14,8;0,59;0,13;1,01;;;;
03.11.2018 12:32:00;;;;;;;;;;;;;1,41;1,25;750;5150
03.11.2018 12:32:00;706;2175;0,01;0,01;;1;2;15,3;15,5;0;0,02;1;;;;
03.11.2018 12:35:00;996;2096;0,004;0,003;0,003;4;4;14,8;14,99;0,47;0,53;1,025;;;;
03.11.2018 12:43:00;800;2060;0;0;;2;3;14,8;14,8;0,12;0,05;1;;;;
03.11.2018 12:48:00;;;;;;;;;;;;;2,12;1,35;700;4940
03.11.2018 12:51:00;787;2036;0,01;0,01;;1;1;15,1;15,3;0,32;0,07;1;;;;
03.11.2018 12:53:00;;;;;;;;;;;;;0,74;0,02;820;4480
03.11.2018 12:54:00;700;2620;0,01;0,07;;6;11;14,3;14,7;1,08;0,51;1,02;;;;
03.11.2018 12:55:00;850;2200;0,148;0,061;0,061;17;19;14,88;14,88;0,48;0,49;1,02;;;;
03.11.2018 12:56:00;;;;;;;;;;;;;2,19;1,81;630;4880
03.11.2018 12:56:00;;;;;;;;;;;;;4,25;1,63;640;4960
03.11.2018 12:56:00;;;;;;;;;;;;;3,33;1,6;640;4960
03.11.2018 12:56:00;;;;;;;;;;;;;2,97;1,6;630;4920
03.11.2018 13:00:00;720;2410;0,01;0,1;;7;50;14;14,5;1,2;0,18;1;;;;
03.11.2018 13:03:00;720;2490;0,02;0,12;;35;78;14,8;14,8;0,28;0,04;1;;;;
03.11.2018 13:10:00;690;2370;0;0;;5;6;14,9;14,9;0,02;0,02;1;;;;
03.11.2018 13:17:00;;;;;;;;;;;;;0,03;1,75;830;2500
03.11.2018 13:17:00;;;;;;;;;;;;;0,16;0,37;701;3940
03.11.2018 13:19:00;;;;;;;;;;;;;0,17;1,61;750;5070
03.11.2018 13:28:00;;;;;;;;;;;;;1;0,68;810;4880
03.11.2018 13:30:00;;;;;;;;;;;;;2,02;1,93;800;5040
03.11.2018 13:30:00;;;;;;;;;;;;;2,07;1,9;800;5040
03.11.2018 13:30:00;;;;;;;;;;;;;2,15;1,95;800;5040
03.11.2018 13:30:00;;;;;;;;;;;;;2,17;1,99;800;5040
03.11.2018 13:30:00;;;;;;;;;;;;;2,32;2,02;800;5040
03.11.2018 13:30:00;;;;;;;;;;;;;2,13;1,95;800;5040
03.11.2018 13:32:00;;;;;;;;;;;;;0,01;1,23;710;4980
03.11.2018 13:40:00;700;2480;0;0;;7;7;14;14,9;1,32;0,1;1;;;;
03.11.2018 13:54:00;;;;;;;;;;;;;0,19;1,3;870;5610
03.11.2018 13:55:00;650;2530;0,05;0,13;;74;52;14,4;14,5;0,46;0,27;1,01;;;;
03.11.2018 14:12:00;670;2710;0,07;0,11;;65;83;14,9;14,8;0,04;0,07;1;;;;
03.11.2018 14:12:00;;;;;;;;;;;;;0,01;1,19;680;3970
03.11.2018 14:17:00;;;;;;;;;;;;;0,34;0,35;796;5170
03.11.2018 14:17:00;690;2390;0,08;0,11;;34;31;14,1;14,6;1,02;0,57;1,02;;;;
03.11.2018 14:21:00;;;;;;;;;;;;;0,01;1,32;756;4510
03.11.2018 14:21:00;;;;;;;;;;;;;0,01;1,13;760;4550
03.11.2018 14:22:00;687;2367;0;0;;4;7;14,6;14,9;0,97;0,2;1,01;;;;
03.11.2018 14:23:00;795;2278;0,02;0,01;;3;1;14,7;14,9;0,5;0,21;1,01;;;;
03.11.2018 14:30:00;;;;;;;;;;;;;0,21;0,32;497;2420
03.11.2018 14:31:00;;;;;;;;;;;;;0,51;1,02;760;4770
03.11.2018 14:39:00;700;2180;0,16;0,08;;14;12;14,4;14,9;0,04;0,03;1;;;;
03.11.2018 14:43:00;870;2120;0,32;0,3;;66;38;14,9;14,9;0,22;0,16;1;;;;
03.11.2018 14:52:00;;;;;;;;;;;;;0,03;0,83;840;2500
03.11.2018 14:56:00;860;2510;0,02;0,01;0,01;44;45;14,5;14,8;0,41;0,58;1,025;;;;
03.11.2018 14:58:00;730;3060;0,02;0,04;;22;36;15;15,1;0,04;0,04;1;;;;
03.11.2018 15:03:00;702;2805;0,01;0,01;;7;8;14,8;14,9;0,17;0,06;1;;;;
03.11.2018 15:09:00;780;3080;0,07;0,11;;13;13;14,5;14,5;0,64;0,64;1,03;;;;
03.11.2018 15:15:00;720;3000;0,01;0,01;;9;9;14,9;14,6;0,25;0,58;1,03;;;;
03.11.2018 15:22:00;843;2432;0,01;0,01;;27;27;14,9;14,9;0,11;0,1;1;;;;
03.11.2018 15:28:00;;;;;;;;;;;;;0,81;1,22;760;5070
03.11.2018 15:30:00;;;;;;;;;;;;;1,07;1,09;650;4280
03.11.2018 15:38:00;;;;;;;;;;;;;0,28;1,85;800;4910
03.11.2018 15:53:00;;;;;;;;;;;;;0,01;0,58;800;2800
03.11.2018 16:11:00;700;2870;0,04;0,15;;31;54;14,9;14,9;0,03;0,05;1;;;;
03.11.2018 16:15:00;670;3030;0,05;0,02;;22;21;15;15;0,01;0,01;1;;;;
05.11.2018 8:39:00;870;2780;0;0;0;9;7;15,56;15,46;0,1;0,28;1,012;;;;
05.11.2018 9:08:00;;;;;;;;;;;;;0,02;1,89;950;4960
05.11.2018 9:13:00;;;;;;;;;;;;;2,44;1,53;745;5080
05.11.2018 9:13:00;;;;;;;;;;;;;1,5;1,57;743;5050
05.11.2018 9:15:00;730;2850;0,03;0,02;;61;12;13,4;13,6;2,14;1,95;1,1;;;;
05.11.2018 9:20:00;690;2425;0,07;0,11;;20;22;14,8;14,8;0,23;0,21;1,01;;;;
05.11.2018 9:24:00;;;;;;;;;;;;;0,38;0,12;840;3060
05.11.2018 9:30:00;756;2320;0,01;0,04;;1;1;14,9;15;0,06;0,04;1;;;;
05.11.2018 9:34:00;710;2110;0,01;0,01;;6;1;14,9;14,9;0,2;0,1;1;;;;
05.11.2018 9:35:00;;;;;;;;;;;;;0,06;1,08;600;2710
05.11.2018 9:41:00;;;;;;;;;;;;;0,53;1,2;810;4640
05.11.2018 9:43:00;671;2113;0,004;0,003;0,003;28;31;15,15;15,15;0,24;0,5;1,021;;;;
05.11.2018 9:46:00;;;;;;;;;;;;;0,63;0,43;780;4030
05.11.2018 10:02:00;;;;;;;;;;;;;0,06;1,21;700;4990
05.11.2018 10:06:00;780;2490;0;0;;7;8;14,9;14,9;0,09;0,04;1;;;;
05.11.2018 10:12:00;;;;;;;;;;;;;1,92;2,09;800;4760
05.11.2018 10:12:00;;;;;;;;;;;;;1,52;2,06;800;4760
05.11.2018 10:12:00;;;;;;;;;;;;;1,32;2,07;800;4760
05.11.2018 10:12:00;;;;;;;;;;;;;1,13;1,88;800;4760
05.11.2018 10:19:00;;;;;;;;;;;;;0;1,17;820;5040
05.11.2018 10:23:00;;;;;;;;;;;;;0,1;2,32;740;2610
05.11.2018 10:24:00;801;2542;0,01;0,01;;1;1;15,4;15,5;0;0;1;;;;
05.11.2018 10:30:00;;;;;;;;;;;;;0,59;1,46;800;5030
05.11.2018 10:34:00;649;2151;0,01;0,01;;1;1;14,8;14,9;0,31;0,07;1;;;;
05.11.2018 10:34:00;;;;;;;;;;;;;2,48;1,27;800;5170
05.11.2018 10:34:00;;;;;;;;;;;;;1,6;1,29;800;5170
05.11.2018 10:35:00;780;2450;0,02;0,069;0,092;48;52;11,15;11,22;1,06;0,59;1,03;;;;
05.11.2018 10:40:00;1013;2516;0,005;0,005;0,005;4;6;14,84;14,82;0,55;0,58;1,027;;;;
05.11.2018 10:44:00;;;;;;;;;;;;;0;0,66;750;2500
05.11.2018 10:45:00;;;;;;;;;;;;;0,06;1,13;750;4990
05.11.2018 10:50:00;780;2590;0,01;0,01;;3;3;15;15,1;0,07;0,04;1;;;;
05.11.2018 10:54:00;810;2350;0;0,01;;5;5;15,1;15;0,02;0,01;1;;;;
05.11.2018 10:54:00;;;;;;;;;;;;;0,03;1,01;550;2190
05.11.2018 10:59:00;711;2542;0,01;0,01;;14;11;13,8;14,9;3,77;0,58;1,03;;;;
05.11.2018 11:00:00;;;;;;;;;;;;;0,07;0,13;712;3920
05.11.2018 11:03:00;710;2420;0,04;0,04;;26;28;14,9;14,9;0,34;0,34;1,01;;;;
05.11.2018 11:09:00;;;;;;;;;;;;;0,02;0,74;630;3800
05.11.2018 11:17:00;;;;;;;;;;;;;0,01;0,48;830;2500
05.11.2018 11:18:00;;;;;;;;;;;;;0;9,99;830;2500
05.11.2018 11:18:00;;;;;;;;;;;;;0;0,76;828;2420
05.11.2018 11:22:00;;;;;;;;;;;;;0,02;2,62;800;5050
05.11.2018 11:22:00;990;3330;0,04;0,15;;12;27;15,1;14,9;0,09;0,01;0,99;;;;
05.11.2018 11:29:00;;;;;;;;;;;;;0,01;0,9;710;4460
05.11.2018 11:31:00;760;2790;0,01;0,02;;10;10;15;15,1;0,26;0,06;1;;;;
05.11.2018 11:32:00;;;;;;;;;;;;;0,53;0,6;828;4000
05.11.2018 11:36:00;750;2210;0,01;0,01;;7;8;15,1;15,1;0,01;0,01;1;;;;
05.11.2018 11:41:00;;;;;;;;;;;;;0,04;0,42;749;4410
05.11.2018 11:44:00;659;2611;0,03;0,02;;72;37;14,7;14,9;0,52;0,09;1;;;;
05.11.2018 11:46:00;;;;;;;;;;;;;1,01;2,36;780;4410
05.11.2018 11:46:00;;;;;;;;;;;;;1,39;2,64;800;4920
05.11.2018 11:54:00;;;;;;;;;;;;;0;1,86;750;4880
05.11.2018 11:59:00;700;2870;0,11;0,09;;92;98;15;15;0,57;0,51;1,02;;;;
05.11.2018 12:04:00;;;;;;;;;;;;;0,14;1,29;750;5000
05.11.2018 12:09:00;780;2690;0,116;0,077;0,077;39;35;15,44;15,37;0,11;0,31;1,01;;;;
05.11.2018 12:09:00;;;;;;;;;;;;;0,11;1,85;800;5170
05.11.2018 12:10:00;;;;;;;;;;;;;0,04;1,33;700;4990
05.11.2018 12:18:00;716;2443;0,03;0,05;;52;74;15,1;15;0,04;0,04;1;;;;
05.11.2018 12:24:00;;;;;;;;;;;;;0,35;0,7;650;2010
05.11.2018 12:26:00;;;;;;;;;;;;;0,24;2,39;800;4920
05.11.2018 12:30:00;782;2549;0,07;0,06;;4;3;12,7;14,6;9,77;0,63;1,03;;;;
05.11.2018 12:31:00;;;;;;;;;;;;;2,13;1,71;790;4840
05.11.2018 12:31:00;;;;;;;;;;;;;0,97;1,88;800;4840
05.11.2018 12:31:00;;;;;;;;;;;;;1,18;1,87;800;4840
05.11.2018 12:31:00;;;;;;;;;;;;;1,69;1,89;800;4840
05.11.2018 12:32:00;;;;;;;;;;;;;1,14;0,52;980;4450
05.11.2018 12:49:00;760;2520;0;0;0;4;6;15,51;15,21;0,23;0,5;1,023;;;;
05.11.2018 12:49:00;;;;;;;;;;;;;0;1,54;700;4970
05.11.2018 12:49:00;;;;;;;;;;;;;0,14;0,41;681;3170
05.11.2018 12:50:00;;;;;;;;;;;;;0,4;1,4;850;4480
05.11.2018 12:53:00;;;;;;;;;;;;;0,27;1,92;800;4720
05.11.2018 12:55:00;943;2341;0,01;0,01;;5;5;14,9;15;0,42;0,07;1;;;;
05.11.2018 13:00:00;760;2653;0,01;0,01;;6;23;15,2;15,2;0,02;0,02;1;;;;
05.11.2018 13:01:00;;;;;;;;;;;;;0,04;0,38;802;2980
05.11.2018 13:05:00;;;;;;;;;;;;;0,01;0,87;700;3930
05.11.2018 13:13:00;;;;;;;;;;;;;0,04;1,2;810;5070
05.11.2018 13:13:00;870;2750;0,269;0,153;0,153;26;37;15,13;15,09;0,51;0,54;1,018;;;;
05.11.2018 13:13:00;;;;;;;;;;;;;0,01;0,45;830;2500
05.11.2018 13:13:00;740;2590;0,01;0,01;;68;71;14,4;14,7;0,83;0,4;1,02;;;;
05.11.2018 13:16:00;;;;;;;;;;;;;1,12;1,27;700;4950
05.11.2018 13:18:00;;;;;;;;;;;;;1,46;1,77;930;4920
05.11.2018 13:19:00;989;2270;0,255;0,045;0,045;52;48;15,2;15,34;0;0,01;0,997;;;;
05.11.2018 13:31:00;;;;;;;;;;;;;0,04;2,5;900;4510
05.11.2018 13:33:00;;;;;;;;;;;;;0,89;0,83;600;1990
05.11.2018 13:37:00;840;2340;0,004;0,008;0,008;10;13;15,17;15,19;0;0,02;1;;;;
05.11.2018 13:40:00;;;;;;;;;;;;;1,84;1,08;800;4540
05.11.2018 13:44:00;896;2496;0,01;0,01;;1;1;14,9;15,1;0,61;0,02;1;;;;
05.11.2018 13:49:00;740;2670;0,01;0,01;;5;6;15;14,8;0,19;0,46;1,02;;;;
05.11.2018 13:56:00;710;2390;0;0;0;4;4;15,57;15,55;0,11;0,11;1,005;;;;
05.11.2018 13:58:00;;;;;;;;;;;;;1,06;2,32;748;4250
05.11.2018 13:58:00;;;;;;;;;;;;;1,18;2,06;748;4200
05.11.2018 13:58:00;;;;;;;;;;;;;1,98;1,86;746;4320
05.11.2018 14:05:00;;;;;;;;;;;;;1,05;0,48;699;4180
05.11.2018 14:07:00;870;3590;0,278;0,295;0,299;65;67;14,51;14,49;0,56;0,63;1,017;;;;
05.11.2018 14:08:00;;;;;;;;;;;;;0,01;0,53;830;4010
05.11.2018 14:25:00;;;;;;;;;;;;;0;0,7;680;3960
05.11.2018 14:29:00;;;;;;;;;;;;;0,03;9,99;800;4630
05.11.2018 14:31:00;644;2685;0,01;0,01;;1;1;14,8;15,2;0,67;0,05;1;;;;
05.11.2018 14:40:00;;;;;;;;;;;;;0,73;2,82;780;4690
05.11.2018 14:49:00;;;;;;;;;;;;;0,2;1,4;800;4450
05.11.2018 14:52:00;902;2678;0,02;0,02;;8;5;15,1;15,4;0,59;0,03;1;;;;
05.11.2018 14:55:00;711;2289;0,01;0,01;;5;4;15,1;15,1;0,08;0,03;1;;;;
05.11.2018 15:00:00;;;;;;;;;;;;;3,17;1,96;750;5130
05.11.2018 15:00:00;;;;;;;;;;;;;3,37;1,24;750;5130
05.11.2018 15:00:00;;;;;;;;;;;;;3,41;1,21;750;5130
05.11.2018 15:00:00;;;;;;;;;;;;;3,01;1,24;750;5130
05.11.2018 15:00:00;;;;;;;;;;;;;2,75;1,2;750;5130
05.11.2018 15:00:00;;;;;;;;;;;;;3,22;1,29;750;5130
05.11.2018 15:01:00;;;;;;;;;;;;;1,36;1,2;800;4850
05.11.2018 15:09:00;;;;;;;;;;;;;1,67;1,99;746;4840
05.11.2018 15:09:00;;;;;;;;;;;;;1,32;2,79;754;4840
05.11.2018 15:09:00;;;;;;;;;;;;;3,31;1,65;750;4840
05.11.2018 15:15:00;;;;;;;;;;;;;0,02;1,06;810;4620
05.11.2018 15:16:00;450;2660;0,291;0,236;0,236;74;72;14,96;14,98;0,23;0,26;1,001;;;;
05.11.2018 15:29:00;;;;;;;;;;;;;0,29;0,19;698;3950
05.11.2018 15:34:00;816;2526;0,02;0,03;;72;37;15;15,4;0,66;0;1;;;;
05.11.2018 15:35:00;757;2855;0,02;0,02;;5;4;14,9;15;0,06;0,03;1;;;;
05.11.2018 15:41:00;660;3070;0,03;0,02;;10;13;14,9;14,9;0,15;0,13;1;;;;
05.11.2018 16:03:00;767;2699;0,177;0,187;0,187;29;25;15,03;15,05;0,29;0,34;1,009;;;;
05.11.2018 16:09:00;770;2540;0;0;0;11;11;15,54;15,6;0,12;0,45;1,02;;;;
05.11.2018 16:15:00;;;;;;;;;;;;;0,01;0,77;780;2580
05.11.2018 16:18:00;977;2030;0,02;0,02;;47;58;15,5;15,4;0;0;1;;;;
05.11.2018 16:29:00;;;;;;;;;;;;;0,43;2,4;800;4820
05.11.2018 16:37:00;;;;;;;;;;;;;0,02;2,07;750;4380
05.11.2018 16:38:00;;;;;;;;;;;;;0,6;2,57;800;3020
05.11.2018 16:40:00;960;2500;0,01;0,01;;6;6;15,2;15,3;0,4;0,02;1;;;;
05.11.2018 16:48:00;840;2250;0,037;0,037;0,037;16;16;14,94;14,94;0,61;0,61;1,027;;;;
05.11.2018 16:52:00;;;;;;;;;;;;;1,64;1,5;900;5030
05.11.2018 16:55:00;803;2550;0,01;0,01;;8;6;15;15,1;0,64;0,16;1,01;;;;
05.11.2018 17:03:00;;;;;;;;;;;;;0;1,23;670;4650
05.11.2018 17:05:00;707;2495;0,01;0,01;;6;6;14,8;15;0,79;0,1;1;;;;
05.11.2018 17:10:00;;;;;;;;;;;;;0,01;1,04;500;2390
05.11.2018 17:11:00;760;2550;0,18;0,15;;82;85;14,6;14,7;1,31;0,27;1;;;;
05.11.2018 17:20:00;748;3060;0,16;0,09;;22;20;15,3;14,9;0,04;0,57;1,02;;;;
05.11.2018 17:25:00;;;;;;;;;;;;;1,3;0,91;750;4750
05.11.2018 17:27:00;;;;;;;;;;;;;0,83;2,38;850;4440
05.11.2018 17:34:00;657;2777;0,02;0,03;;6;6;15;15,3;0,5;0,03;1;;;;
05.11.2018 17:35:00;762;2087;0,003;0,003;0,003;2;2;15,12;15,11;0,16;0,34;1,016;;;;
05.11.2018 17:41:00;690;2840;0,041;0;0;19;14;15,1;15,11;0,05;0,2;1,009;;;;
05.11.2018 17:42:00;790;2450;0,01;0,15;;10;10;14,2;14,9;6,04;0,3;1,01;;;;
05.11.2018 17:42:00;;;;;;;;;;;;;1,26;1,25;850;5060
05.11.2018 17:43:00;661;2147;0,052;0,155;0,159;17;21;15,07;14,5;0,09;0,03;0,996;;;;
05.11.2018 17:52:00;;;;;;;;;;;;;1,42;1,81;700;4480
05.11.2018 17:58:00;;;;;;;;;;;;;0,22;0,68;880;4940
05.11.2018 18:00:00;698;2584;0,06;0,02;;8;5;14,8;15,3;0,64;0,03;1;;;;
05.11.2018 18:05:00;770;2730;0;0;0;15;14;14,94;14,96;0,19;0,19;1,008;;;;
05.11.2018 18:13:00;787;2875;0,01;0,02;;7;7;15,1;15,2;0,39;0,17;1,01;;;;
05.11.2018 18:20:00;706;2245;0,003;0,003;0,003;3;2;15,15;15,16;0,03;0,03;1,001;;;;
05.11.2018 18:21:00;780;2760;0,01;0,01;;13;17;15;14,8;0,27;0,59;1,03;;;;
05.11.2018 18:26:00;690;2420;0,02;0,02;;6;7;15;15;0,22;0,21;1,01;;;;
05.11.2018 18:33:00;690;2690;0,03;0,15;;15;19;11,5;14,9;3,73;0,02;1;;;;
05.11.2018 18:34:00;660;2680;0,02;0,02;;6;7;15,1;15,1;0,04;0,03;1;;;;
05.11.2018 18:45:00;650;2280;0,01;0,01;;7;8;15;15;0,04;0,02;1;;;;
05.11.2018 19:03:00;;;;;;;;;;;;;0,08;1,55;700;4970
05.11.2018 19:08:00;660;2750;0,01;0,01;;8;8;15,1;15,1;0,02;0,02;1;;;;
05.11.2018 19:42:00;;;;;;;;;;;;;0,01;0,53;690;2560
05.11.2018 19:52:00;740;2910;0,13;1,69;;46;141;13,7;13,8;1,4;0,18;0,95;;;;
05.11.2018 19:57:00;685;2507;0,01;0,01;;6;6;15,1;15,1;0,01;0,01;1;;;;
06.11.2018 8:05:00;812;2962;0,015;0,002;0,002;46;45;15,66;15,67;0,02;0,03;0,999;;;;
06.11.2018 8:06:00;776;2535;0,01;0;;0;0;14,9;15,4;0,62;0,02;1;;;;
