MOOTMISE_AEG;MOODETUD_TUHIKAIK_PM;MOODETUD_POORETEL_PM;MOODETUD_TUHIKAIK_CO;MOODETUD_POORETEL_CO;MOODETUD_POORETEL_CO_CORR;MOODETUD_TUHIKAIK_HC;MOODETUD_POORETEL_HC;MOODETUD_TUHIKAIK_CO2;MOODETUD_POORETEL_CO2;MOODETUD_TUHIKAIK_O2;MOODETUD_POORETEL_O2;MOODETUD_POORETEL_LAMBDA;MOODETUD_SUITSUSUS;POORETE_TOSTMISE_AEG;TYHIKAIGU_POORDED;MAX_POORDED
13.03.2019 12:58:00;;;;;;;;;;;;;0,01;1,47;760;5110
13.03.2019 13:10:00;;;;;;;;;;;;;1;1,54;800;4840
13.03.2019 13:11:00;754;2183;0,056;0,092;0,092;94;56;15,17;15,16;0,33;0,19;1,003;;;;
13.03.2019 13:16:00;;;;;;;;;;;;;0;1;580;2980
13.03.2019 13:33:00;870;2850;0,01;0,13;;7;54;15,2;15,2;0,02;0,01;0,99;;;;
13.03.2019 13:45:00;645;2562;0,01;0;;3;6;14,3;14,7;1,05;0,58;1,03;;;;
13.03.2019 13:48:00;;;;;;;;;;;;;0,13;0,34;843;4730
13.03.2019 13:50:00;715;2830;0,01;0,01;;0;1;14,1;14,7;1,46;0,18;1,01;;;;
13.03.2019 13:55:00;;;;;;;;;;;;;0,09;1,43;700;4970
13.03.2019 13:55:00;992;2920;0,01;0,01;;1;2;14,9;14,8;0,32;0,4;1,02;;;;
13.03.2019 13:56:00;;;;;;;;;;;;;0,31;0,86;843;3595
13.03.2019 14:01:00;770;2430;0,03;0,01;;51;25;14,3;14,6;0,64;0,21;1,01;;;;
13.03.2019 14:05:00;824;2200;0,01;0,01;;2;1;14,8;14,9;0,46;0,31;1,01;;;;
13.03.2019 14:06:00;;;;;;;;;;;;;0,07;1,71;850;4540
13.03.2019 14:13:00;730;2170;0,01;0,02;;73;71;14,8;14,8;0,14;0,07;1;;;;
13.03.2019 14:20:00;;;;;;;;;;;;;0,23;0,35;695;4440
13.03.2019 14:25:00;;;;;;;;;;;;;1,76;1,79;800;5090
13.03.2019 14:25:00;;;;;;;;;;;;;2,47;1,65;800;5080
13.03.2019 14:25:00;;;;;;;;;;;;;3,14;1,82;800;5080
13.03.2019 14:27:00;697;2555;0,07;0,05;;5;4;14,8;14,8;0,3;0,11;1;;;;
13.03.2019 14:32:00;830;2024;0,055;0,128;0,128;21;42;15,04;14,98;0,21;0,3;1,008;;;;
13.03.2019 14:38:00;680;2630;0,03;0,12;;17;9;15,2;15,1;0;0;1;;;;
13.03.2019 14:45:00;;;;;;;;;;;;;0,03;0,9;760;5000
13.03.2019 14:47:00;686;2609;0,01;0,01;;1;1;14,5;14,9;2,66;0,34;1,02;;;;
13.03.2019 14:48:00;;;;;;;;;;;;;0,09;1,53;773;4735
13.03.2019 14:50:00;866;2676;0,02;0,02;;4;1;11,2;11,4;0,5;0,06;1;;;;
13.03.2019 15:01:00;829;2112;0,01;0,01;;18;20;14,4;15;2,46;0,06;1;;;;
13.03.2019 15:01:00;650;2330;0,01;0,01;;13;13;14,7;14,7;0,05;0,04;1;;;;
13.03.2019 15:06:00;700;2370;0,28;0,13;;5;17;14,7;14,9;0,19;0,04;1;;;;
13.03.2019 15:10:00;769;2386;0,01;0,01;;1;1;14,8;15;0,61;0,15;1,01;;;;
13.03.2019 15:10:00;700;2720;0;0;0;4;3;15,4;15,36;0,14;0,39;1,018;;;;
13.03.2019 15:12:00;;;;;;;;;;;;;0,15;2,14;850;3020
13.03.2019 15:23:00;;;;;;;;;;;;;0;1,47;800;4620
13.03.2019 15:25:00;;;;;;;;;;;;;1,3;1,19;750;5110
13.03.2019 15:27:00;;;;;;;;;;;;;0,03;2,75;807;2888
13.03.2019 15:32:00;700;2110;0,184;0,011;0,011;13;8;15,44;15,48;0,07;0,12;1,005;;;;
13.03.2019 15:37:00;;;;;;;;;;;;;0,98;0,97;620;4480
13.03.2019 16:04:00;;;;;;;;;;;;;0;1,4;700;4960
13.03.2019 16:13:00;;;;;;;;;;;;;1,34;1,18;730;5060
13.03.2019 16:14:00;;;;;;;;;;;;;0,06;1,78;720;4160
13.03.2019 16:14:00;680;2380;0,02;0,04;;19;74;14,1;14,5;1,18;0,23;1,01;;;;
13.03.2019 16:15:00;;;;;;;;;;;;;0,07;0,77;820;2450
13.03.2019 16:24:00;742;2779;0,19;0,17;;9;8;14,6;14,7;0,76;0,02;1;;;;
13.03.2019 16:35:00;700;2662;0,01;0,1;;10;21;15,2;15,2;0,2;0,1;1;;;;
13.03.2019 16:37:00;830;2240;0;0;0;5;4;15,36;15,32;0,08;0,15;1,007;;;;
13.03.2019 16:58:00;;;;;;;;;;;;;0,78;1,76;900;4890
13.03.2019 17:09:00;;;;;;;;;;;;;0;0,37;780;2500
13.03.2019 17:38:00;703;2635;0,01;0,01;;1;1;15,1;15,1;0,46;0,1;1;;;;
13.03.2019 17:51:00;860;2630;0,1;0,14;;54;53;15,3;15,4;0;0;0,99;;;;
13.03.2019 17:51:00;770;2680;2,41;2,36;;289;282;12,8;12,9;1,43;1,26;0,98;;;;
13.03.2019 17:57:00;;;;;;;;;;;;;0;1,27;700;3920
13.03.2019 18:05:00;790;2260;0;0;0;4;3;15,15;15,1;0,13;0,33;1,015;;;;
13.03.2019 18:11:00;780;2570;0,196;0,198;0,198;20;20;15,36;15,35;0,05;0,06;0,996;;;;
13.03.2019 18:16:00;;;;;;;;;;;;;0,11;1,35;760;4750
13.03.2019 18:40:00;734;2166;0,01;0,01;;0;0;15,1;15,2;0,36;0,1;1;;;;
13.03.2019 18:42:00;;;;;;;;;;;;;0,72;0,13;898;4650
13.03.2019 18:50:00;760;2090;0,01;0,01;;38;53;12;14,6;4,09;0,28;1,01;;;;
13.03.2019 19:15:00;840;2560;0,01;0,04;;6;5;13,4;14,8;2,25;0,58;1,03;;;;
13.03.2019 19:48:00;880;2460;0,02;0,04;;8;7;14,9;15;0,48;0,1;1;;;;
13.03.2019 20:20:00;930;2300;0,27;0,26;;35;26;14,3;15;1,3;0,3;1,007;;;;
13.03.2019 20:24:00;869;2751;0,01;0,01;;8;9;15;15;0,23;0,13;1,01;;;;
13.03.2019 20:50:00;800;2657;0,05;0,13;;42;61;14;14,9;3,6;0,11;1;;;;
13.03.2019 20:55:00;646;2396;0,13;0,13;;37;42;15,1;15,2;0,9;0,4;1,013;;;;
13.03.2019 20:55:00;646;2396;0,13;0,13;;37;42;15,1;15,2;0,9;0,4;1,013;;;;
13.03.2019 21:14:00;752;2244;0,07;0,08;;35;40;15,5;15,6;0,4;0,1;1,001;;;;
13.03.2019 22:15:00;810;2210;0,09;0,06;;0;0;15;15,2;1,2;0,6;1,026;;;;
13.03.2019 23:29:00;;;;;;;;;;;;;0,03;1,51;679;3984
13.03.2019 23:54:00;740;2080;0,14;0,04;;88;51;14,2;15,3;1,7;0,5;1,017;;;;
14.03.2019 0:11:00;850;2270;0,17;0,17;;56;64;14,6;15;1,3;0,4;1,01;;;;
14.03.2019 1:05:00;;;;;;;;;;;;;0,09;3,05;660;2890
14.03.2019 2:00:00;762;2187;0;0;;0;0;15,4;15,4;0,3;0,3;1,011;;;;
14.03.2019 2:00:00;;;;;;;;;;;;;0,03;1,01;680;2450
14.03.2019 2:00:00;850;2331;0;0;;0;0;15,6;15,7;0,3;0,1;1,006;;;;
14.03.2019 2:00:00;839;2651;0,08;0,01;;26;6;14,1;14,4;1,9;0,1;1,007;;;;
14.03.2019 2:00:00;740;2100;0;0;;0;0;15,2;15,4;0,7;0,4;1,016;;;;
14.03.2019 2:00:00;;;;;;;;;;;;;0;1,01;756;4493
14.03.2019 2:00:00;;;;;;;;;;;;;1,02;2,54;830;3720
14.03.2019 2:00:00;697;2672;0;0;;0;0;15,7;15,7;0,1;0,1;1,004;;;;
14.03.2019 2:00:00;;;;;;;;;;;;;0,46;3,06;680;2860
14.03.2019 2:00:00;667;2400;0,1;0,12;;43;51;15,5;15,5;0;0;0,994;;;;
14.03.2019 2:00:00;790;2190;0;0;;86;89;14,7;14,7;0,4;0,2;1,003;;;;
14.03.2019 2:00:00;;;;;;;;;;;;;0,04;1,01;705;4968
14.03.2019 2:00:00;;;;;;;;;;;;;0,25;1,01;835;4000
14.03.2019 2:00:00;;;;;;;;;;;;;0;1,44;907;4242
14.03.2019 2:00:00;;;;;;;;;;;;;0,11;2,02;720;4470
14.03.2019 2:00:00;;;;;;;;;;;;;1,3;2,03;890;3510
14.03.2019 2:00:00;;;;;;;;;;;;;0,01;1,51;783;2501
14.03.2019 2:00:00;;;;;;;;;;;;;0,94;2,22;850;4326
14.03.2019 2:00:00;;;;;;;;;;;;;0,01;2,02;790;2500
14.03.2019 2:00:00;;;;;;;;;;;;;0,5;2,03;730;3900
14.03.2019 2:00:00;;;;;;;;;;;;;0,01;2,49;857;2903
14.03.2019 2:11:00;;;;;;;;;;;;;0,02;2,02;910;4590
14.03.2019 3:26:00;;;;;;;;;;;;;0;5,24;752;2103
14.03.2019 5:18:00;;;;;;;;;;;;;0,01;2,02;863;2499
14.03.2019 5:41:00;740;2240;0;0;;0;0;15,4;15,4;0;0;1;;;;
14.03.2019 6:21:00;;;;;;;;;;;;;0,03;1,51;781;3987
14.03.2019 7:23:00;;;;;;;;;;;;;0,01;1,01;834;2506
14.03.2019 7:58:00;;;;;;;;;;;;;2,49;1,52;810;2630
14.03.2019 8:20:00;;;;;;;;;;;;;2,56;1,92;680;3110
14.03.2019 8:20:00;;;;;;;;;;;;;2,77;1,7;680;3110
14.03.2019 8:20:00;;;;;;;;;;;;;2,9;1,86;680;3110
14.03.2019 9:08:00;;;;;;;;;;;;;0,23;1,54;830;4730
14.03.2019 9:10:00;;;;;;;;;;;;;0,26;1,84;800;5190
14.03.2019 9:18:00;;;;;;;;;;;;;0,33;0,6;750;4680
14.03.2019 9:20:00;;;;;;;;;;;;;0,37;1,3;500;2400
14.03.2019 9:21:00;;;;;;;;;;;;;0,02;1,17;830;2500
14.03.2019 9:21:00;;;;;;;;;;;;;0,02;1,11;800;4600
14.03.2019 9:27:00;923;2400;0,08;0,07;;0;0;15,1;15,1;0,13;0,08;1;;;;
14.03.2019 9:29:00;;;;;;;;;;;;;0,07;0,7;827;2500
14.03.2019 9:35:00;753;2342;0,01;0,04;;2;2;14,9;14,9;0,1;0,04;1;;;;
14.03.2019 9:39:00;;;;;;;;;;;;;0,49;3,2;980;2260
14.03.2019 9:40:00;819;2681;0,01;0,01;;11;7;14,9;15,2;0,6;0,03;1;;;;
14.03.2019 9:54:00;656;2104;0,01;0,01;;0;0;15,7;15,7;0,1;0,1;1,004;;;;
14.03.2019 9:54:00;900;2540;0,01;0,06;;13;16;14,8;14,8;0,11;0,05;1;;;;
14.03.2019 9:55:00;;;;;;;;;;;;;0,07;0,3;501;2400
14.03.2019 10:12:00;646;2043;0,01;0,01;;5;5;15,1;15,1;0,09;0,28;1,01;;;;
14.03.2019 10:13:00;;;;;;;;;;;;;0,05;1,33;600;2110
14.03.2019 10:13:00;;;;;;;;;;;;;0,05;1,33;600;2110
14.03.2019 10:21:00;830;2710;0,04;0,05;0,05;5;5;14,8;14,8;0,22;0,28;1,011;;;;
14.03.2019 10:22:00;810;2910;0,006;0;0;2;3;15,33;15,38;0;0,05;1,002;;;;
14.03.2019 10:28:00;;;;;;;;;;;;;0,07;1,57;840;4700
14.03.2019 10:29:00;;;;;;;;;;;;;0,29;0,13;825;2490
14.03.2019 10:33:00;710;2220;0;0;;0;0;15,2;15,5;0,3;0;0,999;;;;
14.03.2019 10:34:00;;;;;;;;;;;;;0,01;0,96;890;4900
14.03.2019 10:36:00;691;2309;0,03;0,02;;1;1;15;14,9;0,03;0,03;1;;;;
14.03.2019 10:39:00;;;;;;;;;;;;;0;1,51;860;2490
14.03.2019 10:40:00;;;;;;;;;;;;;0,31;2,13;690;4650
14.03.2019 10:50:00;760;2460;0,02;0,02;;1;1;15;15;0,57;0,12;1,01;;;;
14.03.2019 10:53:00;;;;;;;;;;;;;0,21;2,29;500;2250
14.03.2019 11:03:00;;;;;;;;;;;;;1,42;1,38;800;5150
14.03.2019 11:05:00;;;;;;;;;;;;;1,29;2,54;830;4480
14.03.2019 11:14:00;;;;;;;;;;;;;0,07;1,11;800;4370
14.03.2019 11:19:00;;;;;;;;;;;;;0;0,7;720;2540
14.03.2019 11:19:00;800;2410;0;0;0;9;5;15,12;15,12;0,15;0,44;1,02;;;;
14.03.2019 11:22:00;850;2400;0,03;0,03;;1;1;14,9;14,9;0,07;0,03;1;;;;
14.03.2019 11:22:00;;;;;;;;;;;;;0,03;1,01;655;4361
14.03.2019 11:27:00;;;;;;;;;;;;;0,2;1,34;590;2120
14.03.2019 11:28:00;;;;;;;;;;;;;0,13;0,13;721;4940
14.03.2019 11:36:00;;;;;;;;;;;;;0;1,04;750;5000
14.03.2019 11:37:00;;;;;;;;;;;;;0;1;820;3690
14.03.2019 11:40:00;690;2800;0,01;0,01;;5;5;14,8;14,4;0,09;0,33;1,02;;;;
14.03.2019 11:42:00;820;2550;0,13;0,13;;23;28;14,7;14,9;0,5;0,2;1;;;;
14.03.2019 11:45:00;;;;;;;;;;;;;0,02;1,44;590;2180
14.03.2019 11:46:00;750;2360;0,01;0,17;;6;25;15,1;15;0,11;0,09;1;;;;
14.03.2019 11:47:00;;;;;;;;;;;;;0;1,09;890;5030
14.03.2019 12:02:00;811;3233;0,001;0,002;0,002;4;3;15,13;15,08;0,45;0,57;1,026;;;;
14.03.2019 12:10:00;698;3240;0,04;0,14;;31;41;15,2;15,2;0,03;0,14;1;;;;
14.03.2019 12:16:00;793;2470;0,01;0,01;;6;5;15;15,1;0,51;0,08;1;;;;
14.03.2019 12:17:00;670;2710;0,01;0,01;;1;1;14,7;14,6;0,43;0,4;1,02;;;;
14.03.2019 12:20:00;645;2909;0,003;0,005;0,005;13;15;15,48;15,5;0,19;0,34;1,015;;;;
14.03.2019 12:22:00;1000;2509;0,01;0,01;;10;10;15,2;15,3;0,02;0,02;1;;;;
14.03.2019 12:24:00;;;;;;;;;;;;;0,07;1,45;600;2400
14.03.2019 12:29:00;782;2779;0,01;0,01;;20;29;14,4;15;1,06;0,32;1,01;;;;
14.03.2019 12:31:00;770;2430;0,088;0,001;0,001;16;11;15,44;15,62;0,09;0,04;1,001;;;;
14.03.2019 12:32:00;821;2117;0;0,08;;7;17;14,9;15,2;0,49;0,02;1;;;;
14.03.2019 12:37:00;;;;;;;;;;;;;1,12;0,37;795;5020
14.03.2019 12:37:00;719;2576;0,01;0,01;;5;4;15,1;15,2;0,6;0,1;1;;;;
14.03.2019 12:43:00;552;2815;0,71;0,75;;201;33;13,7;14,1;1,09;0,5;1;;;;
14.03.2019 12:46:00;;;;;;;;;;;;;0,06;1,88;600;2710
14.03.2019 12:50:00;783;2183;0,01;0,01;;6;6;14,8;15;1,06;0,38;1,02;;;;
14.03.2019 13:00:00;900;2440;0,02;0,07;0,07;5;4;15,1;15;0,03;0,05;1;;;;
14.03.2019 13:05:00;;;;;;;;;;;;;0,03;0,94;500;2410
14.03.2019 13:06:00;;;;;;;;;;;;;0,06;1,61;873;4390
14.03.2019 13:09:00;726;2146;0;0;0;2;2;15,42;15,35;0,22;0,39;1,018;;;;
14.03.2019 13:17:00;;;;;;;;;;;;;0,56;0,6;750;4020
14.03.2019 13:24:00;580;2250;0;0;0;3;3;15;15;0;0;0,999;;;;
14.03.2019 13:26:00;;;;;;;;;;;;;0,18;1,34;750;4110
14.03.2019 13:28:00;700;2250;0,11;0,09;;8;10;14,9;15,1;0,64;0,15;1;;;;
14.03.2019 13:30:00;;;;;;;;;;;;;1,34;2,34;826;4810
14.03.2019 13:30:00;;;;;;;;;;;;;1,58;1,63;827;4810
14.03.2019 13:30:00;;;;;;;;;;;;;1,41;1,15;826;4800
14.03.2019 13:31:00;;;;;;;;;;;;;0,03;1,01;680;3928
14.03.2019 13:34:00;740;2600;0,03;0,01;0,01;9;13;9,5;14,6;0,36;0,57;1,026;;;;
14.03.2019 13:39:00;;;;;;;;;;;;;1,35;1,36;790;4710
14.03.2019 13:40:00;;;;;;;;;;;;;0;0,76;760;3010
14.03.2019 13:44:00;723;2307;0,01;0,03;;0;0;15,3;15,2;0,11;0,07;1;;;;
14.03.2019 13:45:00;760;2550;0,04;0;0;1;5;6,6;14,8;0,23;0,27;1,012;;;;
14.03.2019 13:46:00;;;;;;;;;;;;;0,71;0,39;690;2550
14.03.2019 13:50:00;;;;;;;;;;;;;1,65;1,82;680;4760
14.03.2019 13:52:00;;;;;;;;;;;;;0,03;2,02;1000;5400
14.03.2019 14:00:00;;;;;;;;;;;;;0,03;1,25;800;4890
14.03.2019 14:00:00;;;;;;;;;;;;;0,52;0,53;834;4000
14.03.2019 14:02:00;;;;;;;;;;;;;0,02;0,55;830;2500
14.03.2019 14:23:00;740;2170;0,17;0,16;0,17;106;121;14;14;1,19;1,27;1,052;;;;
14.03.2019 14:34:00;725;2543;0,01;0;;7;5;14,9;15,2;0,54;0,02;1;;;;
14.03.2019 14:36:00;820;2780;0,02;0,04;;61;18;12,2;14,8;4,08;0,57;1,03;;;;
14.03.2019 14:36:00;;;;;;;;;;;;;0,86;1,62;750;4720
14.03.2019 14:48:00;830;2942;0,03;0,13;;33;52;15,1;15,1;0,03;0,05;1;;;;
14.03.2019 14:51:00;;;;;;;;;;;;;0,01;1,18;700;4490
14.03.2019 14:54:00;727;2189;0,003;0;0;3;1;15,6;15,31;0,18;0,38;1,018;;;;
14.03.2019 15:02:00;;;;;;;;;;;;;1,15;1,51;800;5190
14.03.2019 15:05:00;770;2230;0,04;0,06;;11;13;6,4;12,8;12;3,12;1,17;;;;
14.03.2019 15:10:00;699;2273;0,01;0;;1;1;15,1;15,3;0,15;0,08;1;;;;
14.03.2019 15:33:00;;;;;;;;;;;;;0,03;1,93;500;2390
14.03.2019 15:35:00;770;2540;0,01;0,01;0,01;7;6;15,1;15,1;0,04;0,06;1,002;;;;
14.03.2019 15:37:00;;;;;;;;;;;;;1,63;1,69;830;4790
14.03.2019 15:37:00;;;;;;;;;;;;;1,23;1,58;831;4740
14.03.2019 15:37:00;;;;;;;;;;;;;1,54;1,52;829;4500
14.03.2019 15:38:00;;;;;;;;;;;;;0,13;1,07;730;3950
14.03.2019 15:56:00;;;;;;;;;;;;;0,03;0,91;760;4590
14.03.2019 15:57:00;;;;;;;;;;;;;0;0,98;860;4490
14.03.2019 15:58:00;780;2350;1,94;0,5;;345;85;13,4;14,6;1;0,7;1,014;;;;
14.03.2019 16:02:00;;;;;;;;;;;;;0,02;1,22;750;4100
14.03.2019 16:03:00;802;2163;0;0;;0;0;15,7;15,7;0;0;1;;;;
14.03.2019 16:06:00;;;;;;;;;;;;;0;0,46;770;2500
14.03.2019 16:11:00;777;2536;0,02;0,02;;14;14;14,7;14,9;0,38;0,32;1,01;;;;
14.03.2019 16:11:00;660;2230;0;0,01;0,01;2;7;9,6;12,5;7,2;3,32;1,185;;;;
14.03.2019 16:14:00;;;;;;;;;;;;;0,05;0,03;820;4000
14.03.2019 16:18:00;;;;;;;;;;;;;0,02;0,05;590;2120
14.03.2019 16:19:00;820;2530;0,002;0,005;0,005;1;1;15,32;14,96;0,15;0,38;1,018;;;;
14.03.2019 16:38:00;840;2370;0,03;0,04;;11;10;14,2;14,7;1,13;0,34;1,01;;;;
14.03.2019 16:47:00;740;2570;0;0;0;6;6;15,1;15;0,01;0,04;1,001;;;;
14.03.2019 16:53:00;820;2190;0;0;;0;0;15,5;15,6;0,3;0,2;1,009;;;;
14.03.2019 16:55:00;;;;;;;;;;;;;1,46;0,42;675;4830
14.03.2019 17:00:00;;;;;;;;;;;;;0,74;2,38;910;5000
14.03.2019 17:07:00;750;2220;0,01;0,01;;9;9;14,9;15;0,36;0,27;1,01;;;;
14.03.2019 17:08:00;;;;;;;;;;;;;0,03;1,52;600;2160
14.03.2019 17:09:00;750;2688;0,03;0,04;;5;3;14,8;14,8;0,45;0,08;1;;;;
14.03.2019 17:13:00;920;2270;0,254;0,175;0,175;57;54;15,09;15,08;0,13;0,14;0,999;;;;
14.03.2019 17:19:00;842;2726;0;0;0;4;4;15,36;15,38;0,07;0,12;1,005;;;;
14.03.2019 17:23:00;810;2830;0,01;0,01;0,01;2;2;15;15;0,01;0,02;1;;;;
14.03.2019 17:30:00;756;2387;0,01;0,05;;1;2;14,9;15,2;0,58;0,03;1;;;;
14.03.2019 17:34:00;;;;;;;;;;;;;0,02;2,53;760;2910
14.03.2019 17:39:00;;;;;;;;;;;;;0;1,39;760;4350
14.03.2019 17:42:00;738;2387;0,02;0,04;;6;7;15,5;15,6;0,4;0,2;1,009;;;;
14.03.2019 17:45:00;;;;;;;;;;;;;0,14;0,2;830;4010
14.03.2019 17:59:00;761;2421;0,03;0,02;;15;16;15,1;15,1;0,06;0,06;1;;;;
14.03.2019 18:04:00;700;2420;0,24;0,17;;36;29;15,8;15,8;0,2;0,1;0,999;;;;
14.03.2019 18:11:00;;;;;;;;;;;;;0,03;0,25;880;2510
14.03.2019 18:11:00;;;;;;;;;;;;;0,29;1,36;770;4680
14.03.2019 18:18:00;696;2503;0,01;0,01;;2;1;14,8;14,9;1,18;0,1;1;;;;
14.03.2019 18:23:00;;;;;;;;;;;;;0,34;2,52;970;5280
14.03.2019 18:27:00;795;2766;0,02;0,03;;5;5;14,8;14,9;0,59;0,16;1,01;;;;
14.03.2019 18:31:00;;;;;;;;;;;;;0,3;1,01;831;3756
14.03.2019 18:33:00;;;;;;;;;;;;;1,28;2,16;760;4810
14.03.2019 18:49:00;;;;;;;;;;;;;0,03;0,42;820;2500
14.03.2019 19:00:00;730;2130;0,03;0,03;;21;25;15,9;15,8;0,1;0,1;1;;;;
14.03.2019 19:03:00;;;;;;;;;;;;;0;0,6;830;2500
14.03.2019 19:05:00;;;;;;;;;;;;;0,43;1,99;930;4930
14.03.2019 19:31:00;;;;;;;;;;;;;0,62;1,51;860;3760
14.03.2019 19:58:00;;;;;;;;;;;;;0;0,84;730;2490
14.03.2019 19:58:00;854;2657;0;0;;0;0;11,2;15,4;6;0,3;1,015;;;;
14.03.2019 20:06:00;;;;;;;;;;;;;0,01;0,94;780;2490
14.03.2019 22:11:00;710;2310;0,03;0,03;;7;9;15,9;15,9;0;0;0,999;;;;
14.03.2019 23:36:00;;;;;;;;;;;;;0,18;1,52;901;4822
15.03.2019 0:06:00;;;;;;;;;;;;;0,3;1,51;980;3780
15.03.2019 0:14:00;795;2683;0;0;;0;0;15,7;15,8;0,1;0,1;1,003;;;;
15.03.2019 0:35:00;;;;;;;;;;;;;0,02;2,02;802;4553
15.03.2019 1:45:00;;;;;;;;;;;;;0,03;3,56;900;4400
15.03.2019 1:59:00;;;;;;;;;;;;;0,44;2,54;840;4010
15.03.2019 2:00:00;710;2435;0;0;;0;0;15,8;15,5;0,6;0,1;1,004;;;;
15.03.2019 2:00:00;;;;;;;;;;;;;0,78;2,02;793;4118
15.03.2019 2:00:00;680;2223;0;0;;0;0;14,8;15,1;0,6;0,2;1,009;;;;
15.03.2019 2:00:00;650;2530;0,02;0,02;;0;1;15,4;15,6;0,5;0,2;1,008;;;;
15.03.2019 2:00:00;842;2343;0;0;;0;0;14,1;14,1;0,1;0,1;1,002;;;;
15.03.2019 2:00:00;807;2812;0,16;0;;57;0;11,9;14,4;3,4;0,2;1,008;;;;
15.03.2019 2:00:00;710;2110;0;0;;18;20;14,3;14,3;0,3;0;1;;;;
15.03.2019 2:00:00;;;;;;;;;;;;;0,09;2,75;578;2391
15.03.2019 2:00:00;;;;;;;;;;;;;0,16;2,35;799;3504
15.03.2019 2:00:00;750;2315;0;0;;0;0;15,5;15,6;0,8;0,3;1,012;;;;
15.03.2019 2:00:00;790;2550;0;0,01;;20;20;13,9;13,9;0,4;0,4;1,018;;;;
15.03.2019 2:00:00;;;;;;;;;;;;;0,65;0,51;853;4126
15.03.2019 2:00:00;;;;;;;;;;;;;0;0,65;684;1126
15.03.2019 2:00:00;;;;;;;;;;;;;0,82;1,53;800;3837
15.03.2019 2:00:00;;;;;;;;;;;;;0,55;2,02;803;3942
15.03.2019 2:00:00;;;;;;;;;;;;;0,81;3,53;488;2181
15.03.2019 2:00:00;;;;;;;;;;;;;0,02;2,03;801;5129
15.03.2019 2:00:00;;;;;;;;;;;;;1,34;2,52;680;2690
15.03.2019 2:00:00;;;;;;;;;;;;;0,38;2,02;870;3910
15.03.2019 2:00:00;;;;;;;;;;;;;0,02;4,98;498;2269
15.03.2019 2:00:00;;;;;;;;;;;;;1,04;2,54;910;3830
15.03.2019 2:00:00;;;;;;;;;;;;;0;2,54;800;4050
15.03.2019 2:00:00;665;2173;0;0;;0;0;15,6;15,7;0,5;0,2;1,008;;;;
15.03.2019 3:39:00;;;;;;;;;;;;;0,05;1,01;835;2515
15.03.2019 5:23:00;;;;;;;;;;;;;0,01;2,52;801;4424
15.03.2019 5:45:00;;;;;;;;;;;;;0,02;1,01;703;2526
15.03.2019 7:02:00;;;;;;;;;;;;;0,01;2,52;771;2497
15.03.2019 8:17:00;760;2620;0,003;0,035;0,035;11;17;15,39;15,27;0,08;0,19;1,007;;;;
15.03.2019 8:30:00;701;2193;0;0,06;;0;1;15,2;15,2;1;0;0,999;;;;
15.03.2019 8:40:00;752;2532;0;0;;4;1;15,3;15,4;0,01;0;1;;;;
15.03.2019 8:41:00;;;;;;;;;;;;;0,33;1,85;820;4450
15.03.2019 9:05:00;828;2349;0,01;0,16;;61;60;14,5;14,6;0,49;0,23;1;;;;
15.03.2019 9:06:00;;;;;;;;;;;;;0,02;1,67;550;2190
15.03.2019 9:09:00;840;2630;0;0;;5;6;14,4;14,5;0,57;0,39;1,02;;;;
15.03.2019 9:16:00;793;2489;0,01;0,01;;0;0;15,3;15,3;0,08;0,07;1;;;;
15.03.2019 9:17:00;700;2850;0,014;0,012;0,012;20;23;15,19;15,26;0,92;0,13;1,005;;;;
15.03.2019 9:28:00;;;;;;;;;;;;;0,02;1,83;750;3800
15.03.2019 9:30:00;871;2410;0,01;0,01;;2;3;14,6;14,7;1,06;0,1;1;;;;
15.03.2019 9:37:00;;;;;;;;;;;;;1,27;2,83;940;5170
15.03.2019 9:38:00;;;;;;;;;;;;;1,17;1,46;740;4970
15.03.2019 9:43:00;;;;;;;;;;;;;1,23;1,1;830;4680
15.03.2019 9:44:00;;;;;;;;;;;;;0,3;0,3;700;4480
15.03.2019 9:47:00;;;;;;;;;;;;;0;0,55;750;2500
15.03.2019 10:02:00;;;;;;;;;;;;;0,94;2,28;750;4660
15.03.2019 10:02:00;;;;;;;;;;;;;0;1,05;760;4540
15.03.2019 10:05:00;663;2397;0;0;;0;0;14,8;14,6;0,2;0,51;1,02;;;;
15.03.2019 10:06:00;750;3050;0;0;0;4;5;12,36;12,39;4,34;4,4;1,25;;;;
15.03.2019 10:07:00;860;2440;0,07;0,11;;88;41;14,3;14,7;0,76;0,53;1,02;;;;
15.03.2019 10:09:00;960;2410;0,01;0;0;0;1;11,1;15,2;1,28;0,06;1,002;;;;
15.03.2019 10:10:00;;;;;;;;;;;;;0,01;1,14;680;3980
15.03.2019 10:22:00;;;;;;;;;;;;;0;2,92;1040;2470
15.03.2019 10:23:00;720;2377;0,01;0,01;;0;0;14;15;1,52;0,14;1,01;;;;
15.03.2019 10:31:00;;;;;;;;;;;;;0,3;1,12;860;2530
15.03.2019 10:32:00;863;2371;0;0;0;8;8;15,51;15,48;0,17;0,32;1,014;;;;
15.03.2019 10:33:00;810;2780;0,143;0,278;0,278;9;9;14,99;14,94;0,09;0,13;0,998;;;;
15.03.2019 10:33:00;694;2510;0,01;0,01;;8;14;15,1;15,3;0,62;0,05;1;;;;
